Geography,SUPPRESSION_FLAG,HOUSEHOLDS,PERSONS
H 84 98,RELEASE,20,54
H 84 99,RELEASE,24,67
H 85 28,SUPPRESS,3,0
H 85 29,SUPPRESS,8,0
H 85 30,RELEASE,11,30
H 85 31,RELEASE,11,33
H 85 32,RELEASE,29,79
H 85 33,RELEASE,116,321
H 85 34,RELEASE,237,668
H 85 35,RELEASE,24,60
H 85 36,RELEASE,17,52
H 85 37,RELEASE,12,38
H 85 38,SUPPRESS,9,0
H 85 39,RELEASE,14,43
H 85 40,RELEASE,33,101
H 85 41,RELEASE,12,31
H 85 42,RELEASE,25,73
H 85 43,RELEASE,257,668
H 85 44,RELEASE,24,81
H 85 45,RELEASE,33,88
H 85 46,RELEASE,19,55
H 85 47,RELEASE,21,30
H 85 48,SUPPRESS,7,0
H 85 49,RELEASE,15,51
H 85 50,RELEASE,28,79
H 85 51,RELEASE,15,53
H 85 52,RELEASE,29,81
H 85 53,SUPPRESS,5,0
H 85 54,RELEASE,18,63
H 85 55,RELEASE,98,259
H 85 56,RELEASE,147,340
H 85 57,SUPPRESS,13,0
H 85 58,RELEASE,25,77
H 85 59,RELEASE,11,38
H 85 60,RELEASE,24,68
H 85 61,RELEASE,38,101
H 85 62,RELEASE,35,108
H 85 63,RELEASE,34,89
H 85 64,RELEASE,62,145
H 85 65,RELEASE,345,1068
H 85 66,RELEASE,82,246
H 85 67,RELEASE,68,189
H 85 68,RELEASE,36,102
H 85 69,RELEASE,20,81
H 85 70,RELEASE,289,669
H 85 71,RELEASE,26,73
H 85 72,SUPPRESS,2,0
H 85 73,SUPPRESS,8,0
H 85 74,SUPPRESS,8,0
H 85 75,RELEASE,14,45
H 85 76,RELEASE,16,43
H 85 77,RELEASE,12,33
H 85 78,SUPPRESS,3,0
H 85 79,RELEASE,13,46
H 85 80,SUPPRESS,7,0
H 85 81,RELEASE,10,33
H 85 82,RELEASE,31,83
H 85 83,RELEASE,468,1179
H 85 84,RELEASE,169,462
H 85 85,SUPPRESS,8,0
H 85 86,RELEASE,15,46
H 85 87,RELEASE,11,33
H 85 88,RELEASE,17,54
H 85 89,RELEASE,13,50
H 85 90,RELEASE,14,36
H 85 91,RELEASE,23,72
H 85 92,RELEASE,122,288
H 85 93,RELEASE,16,50
H 85 94,RELEASE,21,64
H 85 95,SUPPRESS,7,0
H 85 96,SUPPRESS,13,0
H 85 97,SUPPRESS,6,0
H 85 98,SUPPRESS,2,0
H 85 99,RELEASE,71,136
H 86 28,SUPPRESS,6,0
H 86 29,RELEASE,13,36
H 86 30,SUPPRESS,3,0
H 86 31,RELEASE,106,283
H 86 32,RELEASE,23,78
H 86 33,RELEASE,19,59
H 86 34,RELEASE,16,46
H 86 35,RELEASE,17,55
H 86 36,SUPPRESS,7,0
H 86 37,RELEASE,13,38
H 86 38,RELEASE,15,44
H 86 39,RELEASE,18,75
H 86 40,RELEASE,38,99
H 86 41,RELEASE,21,56
H 86 42,RELEASE,20,74
H 86 43,RELEASE,71,239
H 86 44,RELEASE,734,1955
H 86 45,RELEASE,693,2000
H 86 46,RELEASE,146,431
H 86 47,RELEASE,31,136
H 86 48,RELEASE,16,46
H 86 49,RELEASE,21,58
H 86 50,RELEASE,58,177
H 86 51,RELEASE,25,73
H 86 52,RELEASE,31,91
H 86 53,RELEASE,23,100
H 86 54,RELEASE,46,138
H 86 55,RELEASE,15,47
H 86 56,RELEASE,23,48
H 86 57,RELEASE,12,32
H 86 58,RELEASE,15,50
H 86 59,RELEASE,30,85
H 86 60,RELEASE,28,79
H 86 61,RELEASE,16,42
H 86 62,SUPPRESS,4,0
H 86 63,RELEASE,15,40
H 86 64,RELEASE,18,47
H 86 65,RELEASE,67,189
H 86 66,RELEASE,43,139
H 86 67,RELEASE,122,405
H 86 68,RELEASE,23,57
H 86 69,RELEASE,11,38
H 86 70,RELEASE,15,46
H 86 71,SUPPRESS,6,0
H 86 72,RELEASE,18,54
H 86 73,RELEASE,24,65
H 86 74,RELEASE,22,58
H 86 75,RELEASE,15,36
H 86 76,RELEASE,37,89
H 86 77,SUPPRESS,8,0
H 86 78,RELEASE,56,125
H 86 79,RELEASE,37,116
H 86 80,SUPPRESS,7,0
H 86 81,RELEASE,10,33
H 86 82,SUPPRESS,2,0
H 86 83,RELEASE,127,364
H 86 84,RELEASE,96,253
H 86 85,SUPPRESS,3,0
H 86 86,RELEASE,18,36
H 86 87,SUPPRESS,8,0
H 86 88,SUPPRESS,7,0
H 86 89,SUPPRESS,8,0
H 86 90,SUPPRESS,8,0
H 86 91,RELEASE,21,75
H 86 92,RELEASE,20,54
H 86 93,RELEASE,10,31
H 86 94,SUPPRESS,3,0
H 86 95,RELEASE,19,57
H 86 96,SUPPRESS,9,0
H 86 97,SUPPRESS,2,0
H 86 98,SUPPRESS,1,0
H 86 99,RELEASE,28,66
H 87 13,SUPPRESS,8,0
H 87 14,SUPPRESS,7,0
H 87 16,SUPPRESS,3,0
H 87 19,SUPPRESS,5,0
H 87 27,SUPPRESS,2,0
H 87 29,SUPPRESS,4,0
H 87 30,SUPPRESS,9,0
H 87 31,SUPPRESS,7,0
H 87 32,SUPPRESS,10,0
H 87 33,RELEASE,19,45
H 87 34,RELEASE,15,40
H 87 35,RELEASE,23,74
H 87 36,RELEASE,25,83
H 87 37,RELEASE,17,55
H 87 38,SUPPRESS,6,0
H 87 39,SUPPRESS,9,0
H 87 40,RELEASE,16,44
H 87 41,RELEASE,14,40
H 87 42,SUPPRESS,8,0
H 87 43,RELEASE,218,702
H 87 44,RELEASE,400,936
H 87 45,RELEASE,906,1909
H 87 46,RELEASE,491,1269
H 87 47,RELEASE,98,205
H 87 48,RELEASE,11,37
H 87 49,SUPPRESS,5,0
H 87 50,RELEASE,40,137
H 87 51,RELEASE,37,107
H 87 52,SUPPRESS,10,0
H 87 53,RELEASE,31,84
H 87 54,RELEASE,20,49
H 87 55,RELEASE,30,85
H 87 56,RELEASE,17,63
H 87 57,RELEASE,24,61
H 87 58,SUPPRESS,9,0
H 87 59,RELEASE,22,67
H 87 60,SUPPRESS,2,0
H 87 61,RELEASE,114,281
H 87 62,RELEASE,15,38
H 87 63,RELEASE,27,101
H 87 64,RELEASE,27,81
H 87 65,RELEASE,49,146
H 87 66,RELEASE,30,109
H 87 67,RELEASE,100,276
H 87 68,RELEASE,95,277
H 87 69,RELEASE,14,49
H 87 70,RELEASE,12,42
H 87 71,SUPPRESS,8,0
H 87 73,SUPPRESS,4,0
H 87 74,SUPPRESS,8,0
H 87 75,SUPPRESS,6,0
H 87 76,SUPPRESS,7,0
H 87 77,RELEASE,12,41
H 87 78,RELEASE,14,50
H 87 79,SUPPRESS,11,0
H 87 80,RELEASE,14,52
H 87 81,RELEASE,18,46
H 87 82,RELEASE,13,47
H 87 83,RELEASE,26,76
H 87 84,SUPPRESS,8,0
H 87 85,RELEASE,13,36
H 87 86,SUPPRESS,10,0
H 87 87,RELEASE,10,33
H 87 88,SUPPRESS,10,0
H 87 89,RELEASE,18,47
H 87 90,SUPPRESS,8,0
H 87 91,RELEASE,23,63
H 87 92,SUPPRESS,10,0
H 87 93,RELEASE,26,74
H 87 94,RELEASE,16,53
H 87 96,SUPPRESS,6,0
H 87 97,SUPPRESS,7,0
H 87 98,SUPPRESS,9,0
H 87 99,RELEASE,22,64
H 88 12,SUPPRESS,5,0
H 88 13,RELEASE,103,275
H 88 14,RELEASE,21,75
H 88 15,SUPPRESS,3,0
H 88 16,RELEASE,24,79
H 88 17,SUPPRESS,3,0
H 88 18,RELEASE,12,34
H 88 19,SUPPRESS,8,0
H 88 20,SUPPRESS,4,0
H 88 21,SUPPRESS,1,0
H 88 25,SUPPRESS,1,0
H 88 26,SUPPRESS,5,0
H 88 27,SUPPRESS,10,0
H 88 28,SUPPRESS,4,0
H 88 29,SUPPRESS,1,0
H 88 30,SUPPRESS,5,0
H 88 31,SUPPRESS,2,0
H 88 32,RELEASE,10,32
H 88 33,RELEASE,14,60
H 88 34,RELEASE,31,100
H 88 35,RELEASE,14,39
H 88 36,RELEASE,26,92
H 88 37,RELEASE,26,86
H 88 38,RELEASE,13,50
H 88 39,RELEASE,14,34
H 88 40,RELEASE,20,45
H 88 41,RELEASE,15,38
H 88 42,RELEASE,13,40
H 88 43,RELEASE,499,1305
H 88 44,RELEASE,826,1867
H 88 45,RELEASE,612,1456
H 88 46,RELEASE,229,529
H 88 47,RELEASE,13,32
H 88 48,RELEASE,34,80
H 88 49,RELEASE,16,40
H 88 50,RELEASE,13,44
H 88 51,RELEASE,34,123
H 88 52,RELEASE,16,51
H 88 53,RELEASE,11,31
H 88 54,RELEASE,23,69
H 88 55,RELEASE,11,41
H 88 56,SUPPRESS,7,0
H 88 57,RELEASE,19,73
H 88 58,RELEASE,21,57
H 88 59,RELEASE,48,133
H 88 60,RELEASE,96,302
H 88 61,RELEASE,56,117
H 88 62,RELEASE,17,57
H 88 63,RELEASE,27,76
H 88 64,RELEASE,15,56
H 88 65,RELEASE,34,134
H 88 66,RELEASE,70,218
H 88 67,RELEASE,37,94
H 88 68,RELEASE,25,83
H 88 69,RELEASE,25,85
H 88 70,SUPPRESS,7,0
H 88 71,SUPPRESS,5,0
H 88 72,SUPPRESS,4,0
H 88 73,SUPPRESS,5,0
H 88 74,SUPPRESS,7,0
H 88 75,SUPPRESS,5,0
H 88 76,SUPPRESS,6,0
H 88 77,SUPPRESS,4,0
H 88 78,RELEASE,28,65
H 88 79,RELEASE,19,47
H 88 80,SUPPRESS,8,0
H 88 81,SUPPRESS,9,0
H 88 82,RELEASE,11,40
H 88 83,RELEASE,18,56
H 88 84,RELEASE,15,52
H 88 85,RELEASE,14,49
H 88 86,RELEASE,13,42
H 88 87,SUPPRESS,7,0
H 88 88,RELEASE,22,68
H 88 89,RELEASE,277,658
H 88 90,RELEASE,402,1113
H 88 91,RELEASE,162,461
H 88 92,RELEASE,22,49
H 88 93,RELEASE,14,33
H 88 94,RELEASE,14,46
H 88 95,SUPPRESS,10,0
H 88 96,RELEASE,12,49
H 88 97,RELEASE,21,59
H 88 98,RELEASE,17,76
H 88 99,RELEASE,27,56
H 89 11,SUPPRESS,2,0
H 89 12,RELEASE,40,141
H 89 13,RELEASE,35,101
H 89 14,RELEASE,26,67
H 89 15,RELEASE,15,39
H 89 16,RELEASE,14,52
H 89 17,RELEASE,13,46
H 89 18,RELEASE,12,37
H 89 19,RELEASE,14,41
H 89 20,SUPPRESS,9,0
H 89 21,RELEASE,10,31
H 89 22,RELEASE,16,49
H 89 23,SUPPRESS,2,0
H 89 24,RELEASE,19,60
H 89 25,RELEASE,10,43
H 89 26,RELEASE,14,44
H 89 27,RELEASE,11,40
H 89 28,SUPPRESS,8,0
H 89 29,SUPPRESS,3,0
H 89 30,SUPPRESS,7,0
H 89 31,SUPPRESS,4,0
H 89 32,SUPPRESS,10,0
H 89 33,SUPPRESS,10,0
H 89 34,RELEASE,14,44
H 89 35,RELEASE,28,94
H 89 36,RELEASE,20,65
H 89 37,RELEASE,39,145
H 89 38,RELEASE,25,72
H 89 39,SUPPRESS,10,0
H 89 40,RELEASE,10,31
H 89 41,SUPPRESS,5,0
H 89 42,SUPPRESS,9,0
H 89 43,RELEASE,252,662
H 89 44,RELEASE,143,337
H 89 45,RELEASE,144,399
H 89 46,RELEASE,259,679
H 89 47,RELEASE,12,33
H 89 48,SUPPRESS,4,0
H 89 49,RELEASE,12,39
H 89 50,SUPPRESS,10,0
H 89 51,RELEASE,12,31
H 89 52,RELEASE,37,96
H 89 53,RELEASE,18,58
H 89 54,SUPPRESS,9,0
H 89 55,RELEASE,19,60
H 89 56,RELEASE,26,66
H 89 57,RELEASE,17,45
H 89 58,RELEASE,14,55
H 89 59,SUPPRESS,14,0
H 89 60,SUPPRESS,10,0
H 89 61,SUPPRESS,6,0
H 89 62,RELEASE,29,75
H 89 63,RELEASE,15,46
H 89 64,RELEASE,27,94
H 89 65,RELEASE,12,43
H 89 66,RELEASE,52,159
H 89 67,RELEASE,16,43
H 89 68,RELEASE,51,150
H 89 69,RELEASE,16,42
H 89 70,SUPPRESS,10,0
H 89 71,SUPPRESS,6,0
H 89 72,SUPPRESS,8,0
H 89 73,RELEASE,17,53
H 89 74,RELEASE,12,33
H 89 75,RELEASE,20,65
H 89 76,SUPPRESS,5,0
H 89 77,RELEASE,25,63
H 89 78,RELEASE,307,810
H 89 79,SUPPRESS,9,0
H 89 80,RELEASE,14,49
H 89 81,RELEASE,11,33
H 89 82,RELEASE,12,35
H 89 83,SUPPRESS,8,0
H 89 84,RELEASE,14,45
H 89 85,RELEASE,16,51
H 89 86,SUPPRESS,8,0
H 89 87,RELEASE,12,31
H 89 88,RELEASE,13,43
H 89 89,RELEASE,728,1929
H 89 90,RELEASE,1124,2482
H 89 91,RELEASE,433,1316
H 89 92,SUPPRESS,3,0
H 89 93,SUPPRESS,7,0
H 89 94,RELEASE,26,75
H 89 95,RELEASE,59,142
H 89 96,RELEASE,31,73
H 89 97,RELEASE,69,167
H 89 98,RELEASE,28,94
H 89 99,RELEASE,172,525
H 90 11,RELEASE,20,67
H 90 12,RELEASE,24,76
H 90 13,RELEASE,19,44
H 90 14,RELEASE,46,134
H 90 15,RELEASE,250,571
H 90 16,RELEASE,25,82
H 90 17,SUPPRESS,6,0
H 90 18,RELEASE,18,64
H 90 19,RELEASE,15,54
H 90 20,RELEASE,12,37
H 90 21,RELEASE,11,34
H 90 22,RELEASE,18,67
H 90 23,SUPPRESS,5,0
H 90 24,SUPPRESS,5,0
H 90 25,RELEASE,10,31
H 90 26,SUPPRESS,0,0
H 90 27,SUPPRESS,3,0
H 90 30,SUPPRESS,2,0
H 90 32,SUPPRESS,5,0
H 90 33,RELEASE,13,60
H 90 34,RELEASE,17,61
H 90 35,RELEASE,14,41
H 90 36,RELEASE,16,52
H 90 37,RELEASE,21,70
H 90 38,SUPPRESS,4,0
H 90 39,SUPPRESS,9,0
H 90 40,SUPPRESS,5,0
H 90 41,SUPPRESS,9,0
H 90 42,RELEASE,29,77
H 90 43,SUPPRESS,6,0
H 90 44,RELEASE,12,38
H 90 45,RELEASE,13,32
H 90 46,RELEASE,14,51
H 90 48,SUPPRESS,4,0
H 90 49,SUPPRESS,6,0
H 90 50,RELEASE,14,42
H 90 51,RELEASE,18,35
H 90 52,RELEASE,75,177
H 90 53,RELEASE,16,44
H 90 54,RELEASE,16,49
H 90 55,RELEASE,55,167
H 90 56,RELEASE,52,128
H 90 57,RELEASE,123,335
H 90 58,RELEASE,13,30
H 90 59,SUPPRESS,1,0
H 90 60,RELEASE,12,30
H 90 61,SUPPRESS,7,0
H 90 62,RELEASE,25,79
H 90 63,RELEASE,39,116
H 90 64,RELEASE,30,91
H 90 65,RELEASE,19,57
H 90 66,SUPPRESS,1,0
H 90 67,SUPPRESS,3,0
H 90 68,RELEASE,66,208
H 90 69,RELEASE,32,93
H 90 70,RELEASE,14,36
H 90 71,RELEASE,11,51
H 90 72,RELEASE,12,33
H 90 73,RELEASE,19,51
H 90 74,RELEASE,14,42
H 90 75,SUPPRESS,4,0
H 90 76,RELEASE,12,48
H 90 77,SUPPRESS,10,0
H 90 78,RELEASE,22,66
H 90 79,SUPPRESS,3,0
H 90 80,SUPPRESS,5,0
H 90 81,SUPPRESS,4,0
H 90 82,RELEASE,15,39
H 90 83,RELEASE,27,79
H 90 84,RELEASE,77,245
H 90 85,RELEASE,13,43
H 90 86,RELEASE,28,94
H 90 87,RELEASE,21,69
H 90 88,RELEASE,18,53
H 90 89,RELEASE,122,334
H 90 90,RELEASE,611,1509
H 90 91,SUPPRESS,13,0
H 90 92,RELEASE,20,44
H 90 93,SUPPRESS,7,0
H 90 94,RELEASE,35,113
H 90 95,SUPPRESS,8,0
H 90 96,RELEASE,39,108
H 90 97,SUPPRESS,9,0
H 90 98,RELEASE,26,91
H 90 99,RELEASE,69,220
H 91 11,RELEASE,16,34
H 91 12,RELEASE,20,82
H 91 13,RELEASE,22,73
H 91 14,RELEASE,269,682
H 91 15,RELEASE,194,573
H 91 16,RELEASE,19,70
H 91 17,RELEASE,14,50
H 91 18,RELEASE,11,30
H 91 19,SUPPRESS,7,0
H 91 20,SUPPRESS,2,0
H 91 21,RELEASE,13,35
H 91 22,RELEASE,10,33
H 91 23,SUPPRESS,8,0
H 91 24,SUPPRESS,9,0
H 91 25,RELEASE,10,30
H 91 26,SUPPRESS,8,0
H 91 27,SUPPRESS,7,0
H 91 28,SUPPRESS,5,0
H 91 29,SUPPRESS,7,0
H 91 31,SUPPRESS,5,0
H 91 32,SUPPRESS,4,0
H 91 35,SUPPRESS,11,0
H 91 36,RELEASE,14,44
H 91 37,RELEASE,12,43
H 91 38,RELEASE,12,37
H 91 39,SUPPRESS,9,0
H 91 40,RELEASE,12,33
H 91 41,RELEASE,32,79
H 91 42,RELEASE,19,53
H 91 43,SUPPRESS,10,0
H 91 44,SUPPRESS,8,0
H 91 45,SUPPRESS,10,0
H 91 46,RELEASE,23,61
H 91 47,RELEASE,23,55
H 91 48,RELEASE,12,86
H 91 49,SUPPRESS,3,0
H 91 50,RELEASE,19,36
H 91 51,SUPPRESS,9,0
H 91 52,RELEASE,58,141
H 91 53,RELEASE,22,65
H 91 54,RELEASE,24,75
H 91 55,RELEASE,13,35
H 91 56,RELEASE,31,97
H 91 57,RELEASE,62,147
H 91 58,RELEASE,24,75
H 91 60,SUPPRESS,5,0
H 91 61,RELEASE,14,49
H 91 62,RELEASE,12,40
H 91 63,RELEASE,19,65
H 91 64,RELEASE,12,30
H 91 65,SUPPRESS,4,0
H 91 69,SUPPRESS,10,0
H 91 70,RELEASE,16,56
H 91 71,RELEASE,40,115
H 91 72,RELEASE,33,98
H 91 73,RELEASE,36,109
H 91 74,RELEASE,41,131
H 91 75,RELEASE,13,34
H 91 76,SUPPRESS,8,0
H 91 77,RELEASE,27,75
H 91 78,SUPPRESS,8,0
H 91 79,RELEASE,16,57
H 91 80,SUPPRESS,8,0
H 91 81,SUPPRESS,9,0
H 91 82,RELEASE,13,35
H 91 83,RELEASE,21,58
H 91 84,RELEASE,18,52
H 91 85,SUPPRESS,6,0
H 91 86,RELEASE,16,50
H 91 87,RELEASE,25,105
H 91 88,RELEASE,19,59
H 91 89,RELEASE,15,43
H 91 90,RELEASE,11,30
H 91 91,SUPPRESS,9,0
H 91 92,RELEASE,13,42
H 91 93,RELEASE,12,41
H 91 94,SUPPRESS,9,0
H 91 95,RELEASE,23,63
H 91 96,RELEASE,18,48
H 91 97,RELEASE,19,78
H 91 98,RELEASE,22,68
H 91 99,RELEASE,10,37
H 92 11,SUPPRESS,3,0
H 92 12,SUPPRESS,2,0
H 92 13,RELEASE,16,49
H 92 14,SUPPRESS,7,0
H 92 15,SUPPRESS,9,0
H 92 16,RELEASE,26,92
H 92 17,RELEASE,14,45
H 92 18,SUPPRESS,7,0
H 92 19,SUPPRESS,5,0
H 92 20,RELEASE,41,147
H 92 21,RELEASE,118,299
H 92 22,RELEASE,18,80
H 92 23,RELEASE,13,58
H 92 24,RELEASE,13,47
H 92 25,RELEASE,19,64
H 92 26,RELEASE,25,82
H 92 27,RELEASE,176,422
H 92 28,RELEASE,126,313
H 92 29,RELEASE,11,30
H 92 30,SUPPRESS,3,0
H 92 31,SUPPRESS,4,0
H 92 32,SUPPRESS,4,0
H 92 33,SUPPRESS,3,0
H 92 34,SUPPRESS,4,0
H 92 35,RELEASE,14,33
H 92 36,SUPPRESS,5,0
H 92 37,RELEASE,22,79
H 92 38,RELEASE,13,37
H 92 39,RELEASE,15,55
H 92 40,RELEASE,12,44
H 92 41,RELEASE,19,62
H 92 42,RELEASE,22,65
H 92 43,RELEASE,13,44
H 92 44,RELEASE,20,64
H 92 45,RELEASE,12,40
H 92 46,RELEASE,16,43
H 92 47,SUPPRESS,5,0
H 92 48,RELEASE,16,40
H 92 49,RELEASE,29,67
H 92 50,RELEASE,18,58
H 92 51,RELEASE,19,63
H 92 52,RELEASE,17,56
H 92 53,SUPPRESS,5,0
H 92 54,RELEASE,25,75
H 92 55,RELEASE,19,51
H 92 56,RELEASE,27,64
H 92 57,RELEASE,47,124
H 92 58,RELEASE,17,48
H 92 59,SUPPRESS,10,0
H 92 60,RELEASE,33,89
H 92 61,RELEASE,14,44
H 92 62,RELEASE,29,90
H 92 63,RELEASE,79,193
H 92 69,SUPPRESS,1,0
H 92 70,RELEASE,13,43
H 92 71,RELEASE,26,85
H 92 72,RELEASE,20,68
H 92 73,RELEASE,22,69
H 92 74,RELEASE,23,78
H 92 75,RELEASE,15,52
H 92 76,SUPPRESS,8,0
H 92 77,RELEASE,21,58
H 92 78,RELEASE,58,181
H 92 79,RELEASE,95,299
H 92 80,RELEASE,15,39
H 92 81,RELEASE,20,58
H 92 82,SUPPRESS,10,0
H 92 83,SUPPRESS,6,0
H 92 84,RELEASE,13,39
H 92 85,RELEASE,23,68
H 92 86,RELEASE,16,54
H 92 87,RELEASE,44,125
H 92 88,RELEASE,12,38
H 92 89,RELEASE,23,69
H 92 90,RELEASE,16,44
H 92 91,RELEASE,46,122
H 92 92,RELEASE,272,721
H 92 93,RELEASE,225,533
H 92 94,SUPPRESS,6,0
H 92 95,SUPPRESS,4,0
H 92 96,SUPPRESS,4,0
H 92 97,RELEASE,25,75
H 92 98,RELEASE,24,75
H 92 99,RELEASE,18,69
H 93 12,SUPPRESS,6,0
H 93 13,RELEASE,20,61
H 93 14,RELEASE,12,32
H 93 15,RELEASE,76,188
H 93 16,RELEASE,71,155
H 93 17,RELEASE,12,47
H 93 18,RELEASE,12,33
H 93 19,SUPPRESS,8,0
H 93 20,RELEASE,17,44
H 93 21,SUPPRESS,6,0
H 93 22,RELEASE,29,88
H 93 23,RELEASE,17,54
H 93 24,SUPPRESS,7,0
H 93 25,SUPPRESS,5,0
H 93 26,RELEASE,17,49
H 93 27,RELEASE,48,138
H 93 28,RELEASE,13,44
H 93 29,RELEASE,11,37
H 93 30,SUPPRESS,3,0
H 93 33,RELEASE,15,58
H 93 34,RELEASE,18,64
H 93 35,RELEASE,76,214
H 93 36,RELEASE,18,60
H 93 37,RELEASE,15,43
H 93 38,RELEASE,15,47
H 93 39,SUPPRESS,5,0
H 93 40,RELEASE,12,40
H 93 41,RELEASE,16,47
H 93 42,RELEASE,22,81
H 93 43,SUPPRESS,9,0
H 93 44,RELEASE,17,49
H 93 45,SUPPRESS,9,0
H 93 46,RELEASE,14,33
H 93 47,RELEASE,81,213
H 93 48,RELEASE,132,302
H 93 49,SUPPRESS,13,0
H 93 50,SUPPRESS,8,0
H 93 51,RELEASE,19,55
H 93 52,RELEASE,141,369
H 93 53,RELEASE,14,40
H 93 54,RELEASE,17,37
H 93 55,SUPPRESS,9,0
H 93 56,RELEASE,25,69
H 93 57,RELEASE,29,117
H 93 58,RELEASE,60,156
H 93 59,RELEASE,26,74
H 93 60,RELEASE,45,101
H 93 61,RELEASE,44,106
H 93 62,RELEASE,43,129
H 93 63,RELEASE,12,32
H 93 64,SUPPRESS,1,0
H 93 73,SUPPRESS,4,0
H 93 74,RELEASE,56,178
H 93 75,RELEASE,142,443
H 93 76,RELEASE,23,56
H 93 77,RELEASE,36,101
H 93 78,RELEASE,56,190
H 93 79,RELEASE,83,252
H 93 80,RELEASE,29,86
H 93 81,RELEASE,63,178
H 93 82,RELEASE,26,86
H 93 83,RELEASE,28,108
H 93 84,RELEASE,10,39
H 93 85,RELEASE,15,45
H 93 86,RELEASE,27,67
H 93 87,RELEASE,17,62
H 93 88,RELEASE,17,62
H 93 89,RELEASE,39,128
H 93 90,RELEASE,19,41
H 93 91,RELEASE,15,49
H 93 92,RELEASE,222,638
H 93 93,RELEASE,289,733
H 93 94,SUPPRESS,3,0
H 93 95,RELEASE,11,37
H 93 96,RELEASE,18,54
H 93 97,RELEASE,16,45
H 93 98,RELEASE,17,58
H 93 99,RELEASE,27,111
H 94 12,SUPPRESS,7,0
H 94 13,RELEASE,13,43
H 94 14,RELEASE,22,69
H 94 15,RELEASE,17,61
H 94 16,RELEASE,30,83
H 94 17,RELEASE,23,73
H 94 18,RELEASE,28,97
H 94 19,SUPPRESS,8,0
H 94 20,RELEASE,15,52
H 94 21,RELEASE,41,121
H 94 22,SUPPRESS,9,0
H 94 23,RELEASE,12,34
H 94 24,SUPPRESS,4,0
H 94 25,SUPPRESS,9,0
H 94 26,SUPPRESS,7,0
H 94 27,SUPPRESS,7,0
H 94 28,SUPPRESS,11,0
H 94 29,RELEASE,16,68
H 94 30,SUPPRESS,3,0
H 94 31,SUPPRESS,4,0
H 94 32,RELEASE,10,36
H 94 33,RELEASE,18,62
H 94 34,SUPPRESS,8,0
H 94 35,SUPPRESS,6,0
H 94 36,SUPPRESS,10,0
H 94 37,RELEASE,12,34
H 94 38,RELEASE,10,30
H 94 39,RELEASE,13,41
H 94 40,SUPPRESS,7,0
H 94 41,RELEASE,11,31
H 94 42,RELEASE,11,37
H 94 43,RELEASE,20,58
H 94 44,RELEASE,377,999
H 94 45,RELEASE,20,65
H 94 46,RELEASE,20,52
H 94 47,RELEASE,511,1291
H 94 48,RELEASE,468,1108
H 94 49,RELEASE,26,79
H 94 50,RELEASE,67,185
H 94 51,RELEASE,35,81
H 94 52,RELEASE,31,87
H 94 53,RELEASE,20,65
H 94 54,RELEASE,14,39
H 94 55,RELEASE,16,59
H 94 56,RELEASE,21,50
H 94 57,RELEASE,15,45
H 94 58,RELEASE,36,98
H 94 59,RELEASE,23,60
H 94 60,RELEASE,151,423
H 94 61,RELEASE,49,146
H 94 62,RELEASE,23,53
H 94 63,SUPPRESS,1,0
H 94 73,RELEASE,21,62
H 94 74,RELEASE,81,237
H 94 75,SUPPRESS,10,0
H 94 76,RELEASE,16,49
H 94 77,RELEASE,39,124
H 94 78,SUPPRESS,1,0
H 94 79,RELEASE,25,73
H 94 80,SUPPRESS,6,0
H 94 81,RELEASE,25,73
H 94 82,RELEASE,26,98
H 94 83,SUPPRESS,10,0
H 94 84,RELEASE,12,37
H 94 85,RELEASE,241,656
H 94 86,RELEASE,21,56
H 94 87,RELEASE,51,139
H 94 88,RELEASE,57,183
H 94 89,RELEASE,42,139
H 94 90,RELEASE,22,55
H 94 91,RELEASE,16,41
H 94 92,RELEASE,71,213
H 94 93,RELEASE,49,157
H 94 94,RELEASE,37,119
H 94 95,RELEASE,42,125
H 94 96,RELEASE,36,129
H 94 97,RELEASE,44,133
H 94 98,RELEASE,30,93
H 94 99,RELEASE,13,37
H 95 12,SUPPRESS,3,0
H 95 13,SUPPRESS,6,0
H 95 14,RELEASE,24,70
H 95 15,SUPPRESS,10,0
H 95 16,RELEASE,22,68
H 95 17,RELEASE,21,59
H 95 18,RELEASE,22,70
H 95 19,RELEASE,15,48
H 95 20,RELEASE,23,71
H 95 21,RELEASE,16,53
H 95 22,SUPPRESS,3,0
H 95 23,SUPPRESS,3,0
H 95 24,RELEASE,16,52
H 95 25,SUPPRESS,2,0
H 95 26,SUPPRESS,10,0
H 95 27,SUPPRESS,1,0
H 95 28,RELEASE,12,40
H 95 29,SUPPRESS,9,0
H 95 30,RELEASE,18,62
H 95 31,RELEASE,13,36
H 95 32,RELEASE,15,45
H 95 33,RELEASE,16,42
H 95 34,RELEASE,16,50
H 95 35,RELEASE,15,41
H 95 36,RELEASE,17,43
H 95 37,SUPPRESS,7,0
H 95 38,SUPPRESS,8,0
H 95 39,RELEASE,198,487
H 95 40,RELEASE,16,64
H 95 41,RELEASE,19,45
H 95 42,RELEASE,40,107
H 95 43,RELEASE,14,49
H 95 44,RELEASE,39,105
H 95 45,RELEASE,13,37
H 95 46,RELEASE,15,37
H 95 47,RELEASE,33,87
H 95 48,RELEASE,14,51
H 95 49,RELEASE,26,82
H 95 50,RELEASE,22,68
H 95 51,SUPPRESS,8,0
